LLM,problem,dist,demand_mean,n_train,n_horizon,order_option,external_opt,iter_opt,param_loc,n_pop,mode,data_summary,algo_performance,repeat_1
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,3,train,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,3,test,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,4,train,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,4,test,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,5,train,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,5,test,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,6,train,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,6,test,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,7,train,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,7,test,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,8,train,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,8,test,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,9,train,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,9,test,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,10,train,processed,no,
deepseek-chat,inventory_ex,normal1,80,50,50,order_before_sell,no,-,-,10,test,processed,no,
